,web-scraper-start-url,Products-href,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
11,https://www.andaazfashion.co.uk/men/sherwani?p=33,https://www.andaazfashion.co.uk/embroidered-mens-sherwani-in-art-silk-pastel-dark-blue-mstv03597.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-mens-sherwani-in-art-silk-pastel-dark-blue-mstv03597-1.jpg,Embroidered Men's Sherwani in Art Silk Pastel Dark Blue,Men,Sherwani,Straight Cut,Art Silk,Dupion Silk,Pastel Dark Blue,"Wedding Wear, Guest of Wedding Wear, Sangeet, Engagement",All-season,58200,43,"Resham Work, Thread Work",Top (Sherwani) & Bottom (Pajama),Men,32-44,Black,Traditional
12,https://www.andaazfashion.co.uk/men/kurta-pajama?p=88,https://www.andaazfashion.co.uk/cream-embroidered-silk-blend-mens-kurta-pajama-for-festival-mkpa09036.html,https://assets2.andaazfashion.com/media/catalog/product/c/r/cream-embroidered-silk-blend-mens-kurta-pajama-for-festival-mkpa09036-1.jpg,Cream Embroidered Silk Blend Men's Kurta Pajama For Festival,Men Kurta Pajama,Salwar Kameez,Traditional,Silk,Dupion Silk,Cream,"Guest of Wedding Wear, Sangeet, Festival Wear",All-season,44700,43%,"Mirror Work, Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Men,46,Brown,Traditional
13,https://www.andaazfashion.co.uk/men/sherwani?p=19,https://www.andaazfashion.co.uk/indo-western-maroon-foil-print-cotton-silk-mens-sherwani-mstv02804.html,https://assets2.andaazfashion.com/media/catalog/product/i/n/indo-western-maroon-foil-print-cotton-silk-mens-sherwani-mstv02804-1.jpg,Indo-Western Maroon Foil Print Cotton Silk Men's Sherwani,Men Sherwani,Sherwani,Indo-Western,Cotton Silk,Dupion Silk,Pure Maroon,"Wedding Wear, Sangeet, Engagement",All-season,29700,27%,Foil Print,Top (Sherwani) & Bottom (Pajama),Men,Up to 52 inches,Black,Traditional
14,https://www.andaazfashion.co.uk/men/kurta-pajama?p=21,https://www.andaazfashion.co.uk/wine-maroon-dupion-silk-men-kurta-pajama-mkpa04183.html,https://assets2.andaazfashion.com/media/catalog/product/w/i/wine-maroon-dupion-silk-men-kurta-pajama-mkpa04183-1.jpg,Wine Maroon Dupion Silk Men Kurta Pajama,Men Kurta Pajama,Salwar Kameez,Straight Cut,Dupion Silk,Dupion Silk,Wine Maroon,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,19200,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,68,Black,Traditional
15,https://www.andaazfashion.co.uk/men/weddingwear?p=114,https://www.andaazfashion.co.uk/cream-beige-silk-blend-embroidered-jacket-style-mens-sherwani-mstv04542.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/r/cream-beige-silk-blend-embroidered-jacket-style-mens-sherwani-mstv04542-1.jpg,Cream Beige Silk Blend Embroidered Jacket Style Men's Sherwani,Men Sherwani,Sherwani,Jacket Style,Silk Blend,Silk Blend,Cream Beige,"Wedding Wear, Engagement",All-season,128700,35%,"Cutdana Work, Pearl Work, Resham Work, Sequins Work, Thread Work, Zari Work",Top (Sherwani) & Bottom (Pajama),Men,44,"Cream, Beige",Traditional
16,https://www.andaazfashion.co.uk/men/kurta-pajama?p=86,https://www.andaazfashion.co.uk/art-silk-white-printed-straight-cut-mens-kurta-churidar-mkpa06704.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/r/art-silk-white-printed-straight-cut-mens-kurta-churidar-mkpa06704-1.jpg,Art Silk White Printed Straight Cut Men's Kurta Churidar,Men Kurta Pajama,Salwar Kameez,Printed,Art Silk,Cotton,Pure White,Casual Wear,All-season,22200,43%,Printed,Top (Kurta) & Bottom (Pajama),Men,34-44,White,Traditional
17,https://www.andaazfashion.co.uk/men/weddingwear?p=44,https://www.andaazfashion.co.uk/charcoal-grey-georgette-embroidered-men-jacket-style-sherwani-mstv02562.html,https://assets2.andaazfashion.com/media/catalog/product/p/d/pdn_3945gray.jpg,Charcoal Grey Georgette Embroidered Men Jacket Style Sherwani,Men Sherwani,Sherwani,Indo-Western,Georgette,Dupion Silk,Charcoal Grey,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,89700,43%,"Resham Work, Sequins Work, Thread Work",Top (Sherwani) & Bottom (Pajama),Men,Up to 68 inches,Black,Traditional
18,https://www.andaazfashion.co.uk/men/kurta-pajama?p=11,https://www.andaazfashion.co.uk/light-pink-party-wear-kurta-pajama-for-men-for-eid-mkpv0221.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-pink-party-wear-kurta-pajama-for-men-for-eid-mkpv0221.jpg,Light Pink Kurta Pajama for Men for Wedding & Party,Men,Salwar Kameez,Contemporary,Poly Cotton,Poly Cotton,Light Pink,"Wedding, Party",All-season,20700,26%,,Top (Kurta) & Bottom (Pajama),Men,,,
19,https://www.andaazfashion.co.uk/men/kurta-pajama?p=28,https://www.andaazfashion.co.uk/shop-black-dupion-silk-jacket-style-mens-kurta-churidar-mkpa04664.html,https://assets2.andaazfashion.com/media/catalog/product/s/h/shop-black-dupion-silk-jacket-style-mens-kurta-churidar-mkpa04664-1.jpg,Black Dupion Silk Jacket Style Men's Kurta Churidar,Men Kurta Pajama,Salwar Kameez,Churidar,Dupion Silk,Dupion Silk,Pure Black,"Wedding Wear, Guest of Wedding Wear, Sangeet",All-season,32700,27%,Plain Work,"Kurta (Included Lining), Jacket, Bottom & Dupatta",Men,"42, 38-40",Black,Traditional
20,https://www.andaazfashion.co.uk/men/kurta-pajama?p=121,https://www.andaazfashion.co.uk/light-peach-silk-woven-zari-men-kurta-pajama-mkpa08451.html,https://assets2.andaazfashion.com/media/catalog/product/l/i/light-peach-silk-woven-zari-men-kurta-pajama-mkpa08451-1.jpg,Light Peach Silk Woven Zari Men Kurta Pajama,Men,Kurta Pajama,Straight Cut,Silk,Cotton,Light Peach,"Guest of Wedding Wear, Sangeet, Festival Wear",All-season,17700,43%,"Woven, Zari Work",Top (Kurta) & Bottom (Pajama),Men,Up to 46 inches,Brown,Traditional
21,https://www.andaazfashion.co.uk/men/kurta-pajama?p=56,https://www.andaazfashion.co.uk/navy-blue-art-silk-plain-kurta-with-churidar-mkpa0493.html,https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-art-silk-plain-kurta-with-churidar-mkpa0493-1.jpg,Navy Blue Straight Cut Party Wear Men Kurta Pajama in Art Silk,Pakistani Cloth,Salwar Kameez,Churidar,Art Silk,Art Silk,Navy Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,41700,43%,Plain,"Kurta (Included Lining), Jacket, Bottom & Dupatta",Pakistani Men,,,
22,https://www.andaazfashion.co.uk/men/kurta-pajama?p=2,https://www.andaazfashion.co.uk/teal-green-khadi-silk-asymmetric-kurta-with-churidar-mkpv0066.html,https://assets2.andaazfashion.com/media/catalog/product/t/e/teal-green-khadi-silk-asymmetric-kurta-with-churidar-mkpv0066-1.jpg,Teal Green Khadi Silk Asymmetric Kurta With Churidar for Wedding & Party,Women,Salwar Kameez,Contemporary,Khadi Silk,Cotton,Teal Green,"Wedding, Party",All-season,43200,28%,Asymmetric,"Top (Kurta), Bottom (Pajama)",Women,,,
23,https://www.andaazfashion.co.uk/men/sherwani?p=49,https://www.andaazfashion.co.uk/pale-pink-silk-blend-mens-sherwani-with-embroidered-for-wedding-mstv04784.html,https://assets2.andaazfashion.com/media/catalog/product/p/a/pale-pink-silk-blend-mens-sherwani-with-embroidered-for-wedding-mstv04784-1.jpg,Pale Pink Silk Blend Men's Sherwani with Embroidered for Wedding,Men Sherwani,Sherwani,Straight Cut,Silk Blend,Art Silk,Pale Pink,"Wedding Wear, Sangeet, Engagement, Reception",All-season,113700,30%,"Beads Work, Resham Work, Sequins Work, Stone Work, Thread Work",Top (Sherwani) & Bottom (Pajama),Men,46,Black,Traditional
24,https://www.andaazfashion.co.uk/men/kurta-pajama?p=23,https://www.andaazfashion.co.uk/dusty-peach-art-silk-men-kurta-pajama-with-jacket-mkpa01935.html,https://assets2.andaazfashion.com/media/catalog/product/d/u/dusty-peach-art-silk-men-kurta-pajama-with-jacket-mkpa01935-1.jpg,Dusty Peach Kurta Pajama with Resham Zari Sequins Jacket,Men Kurta Pajama,Salwar Kameez,Jacket Style,Art Silk,Art Silk,Dusty Peach,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,40200,72%,"Resham thread, zari, and sequins embroidered","Kurta (Included Lining), Jacket, Bottom & Dupatta",Men,"40, 32-36",Brown,Traditional
25,https://www.andaazfashion.co.uk/men/sherwani?p=64,https://www.andaazfashion.co.uk/maroon-dupion-silk-plain-mens-dhoti-kurta-mkpa01177.html,https://assets2.andaazfashion.com/media/catalog/product/m/a/maroon-dupion-silk-plain-mens-dhoti-kurta-mkpa01177-1.jpg,Maroon Dupion Silk Plain Men's Dhoti Kurta,Men,Kurta Pajama,A Line,Dupion Silk,Dupion Silk,Maroon,"Wedding, Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,20700,26%,Plain,Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Black,Traditional
26,https://www.andaazfashion.co.uk/men/sherwani?p=50,https://www.andaazfashion.co.uk/embroidered-banarasi-silk-deep-red-mens-sherwani-mstv01261.html,https://assets2.andaazfashion.com/media/catalog/product/e/m/embroidered-banarasi-silk-deep-red-mens-sherwani-mstv01261-1_3.jpg,Embroidered Banarasi Silk Deep Red Men's Sherwani,Men Sherwani,Sherwani,Asymmetric,Banarasi Silk,Dupion Silk,Deep Red,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,67200,43%,"Beads Work, Cutdana Work, Zardosi, Zari",Top (Sherwani) & Bottom (Pajama),Men,,,
27,https://www.andaazfashion.co.uk/men/weddingwear?p=114,https://www.andaazfashion.co.uk/powder-blue-silk-blend-embroidered-straight-cut-mens-sherwani-mstv04501.html,https://assets2.andaazfashion.com/media/catalog/product/p/o/powder-blue-silk-blend-embroidered-straight-cut-mens-sherwani-mstv04501-1.jpg,Powder Blue Silk Blend Embroidered Straight Cut Men's Sherwani,Men Sherwani,Sherwani,Jacket Style,Silk Blend,Dupion Silk,Powder Blue,"Wedding Wear, Guest of Wedding Wear, Sangeet, Engagement, Reception",All-season,80700,27%,"Beads Work, Resham Work, Sequins Work, Stone Work, Thread Work",Top (Sherwani) & Bottom (Pajama),Men,Up to 46 inches,Black,Traditional
28,https://www.andaazfashion.co.uk/men/weddingwear?p=100,https://www.andaazfashion.co.uk/white-dupion-silk-mens-kurta-with-embroidered-jacket-mkv00514.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-dupion-silk-mens-kurta-with-embroidered-jacket-mkv00514-1.jpg,White Dupion Silk Men's Kurta With Embroidered Jacket,Men Kurta,Kurta,Traditional,Dupion Silk,Dupion Silk,Pure White,"Wedding Wear, Guest of Wedding Wear, Sangeet",All-season,34200,43%,Resham thread work,Top (Kurta),Men,32-66,Black,Traditional
29,https://www.andaazfashion.co.uk/men/kurta-pajama?p=53,https://www.andaazfashion.co.uk/printed-cotton-light-purple-mens-kurta-pajama-mkpa060.html,https://assets2.andaazfashion.com/media/catalog/product/p/r/printed-cotton-light-purple-mens-kurta-pajama-mkpa060-1.jpg,Printed Cotton Light Purple Men's Kurta Pajama,Indian Cloth,Kurta Pajama,Churidar Pajami Style,Cotton,Cotton,Purple,"Guest Wedding Wear, Festival",All-season,29700,24%,Printed,Top (Kurta) & Bottom (Pajama),Indian Men,"40, 32-36",Brown,Traditional
30,https://www.andaazfashion.co.uk/men/weddingwear?p=22,https://www.andaazfashion.co.uk/beige-dupion-silk-mens-jacket-style-kurta-pajama-with-lace-mkpa06967.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/e/beige-dupion-silk-mens-jacket-style-kurta-pajama-with-lace-mkpa06967-1.jpg,Beige Dupion Silk Men's Jacket Style Kurta Pajama With Lace,Men Kurta Pajama,Salwar Kameez,Jacket Style,Dupion Silk,Dupion Silk,Pure Beige,"Wedding Wear, Guest of Wedding Wear",All-season,49200,15%,Lace Work,"Kurta (Included Lining), Jacket, Bottom & Dupatta",Men,34-52,Beige,Traditional
31,https://www.andaazfashion.co.uk/men/sherwani?p=44,https://www.andaazfashion.co.uk/printed-art-silk-brick-red-straight-cut-mens-sherwani-mstv03481.html,https://assets2.andaazfashion.com/media/catalog/product/p/r/printed-art-silk-brick-red-straight-cut-mens-sherwani-mstv03481-1.jpg,Printed Art Silk Brick Red Straight Cut Men's Sherwani,Men Sherwani,Sherwani,Straight Cut,Art Silk,Dupion Silk,Brick Red,"Wedding Wear, Engagement",All-season,46200,43%,"Resham Work, Sequins Work, Thread Work, Weaved Thread Work, Printed",Top (Sherwani) & Bottom (Pajama),Men,32-62 inches,Black,Traditional
32,https://www.andaazfashion.co.uk/men/sherwani?p=49,https://www.andaazfashion.co.uk/dupion-silk-red-mens-sherwani-mstv01117.html,https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-red-mens-sherwani-mstv01117-1.jpg,Dupion Silk Red Men's Sherwani,Indian Cloth,Salwar Kameez,Contemporary,Dupion Silk,Dupion Silk,Pure Red,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,31200,72%,Plain,Top (Sherwani) & Bottom (Pajama),Indian Men,,,
33,https://www.andaazfashion.co.uk/men/kurta-pajama?p=28,https://www.andaazfashion.co.uk/embroidered-dupion-silk-teal-blue-men-kurta-pajama-mkpa02758.html,https://assets2.andaazfashion.com/media/catalog/product/e/m/embroidered-dupion-silk-teal-blue-men-kurta-pajama-mkpa02758-1.jpg,Embroidered Dupion Silk Teal Blue Men Kurta Pajama,Men Kurta Pajama,Salwar Kameez,Straight Cut,Dupion Silk,Art Silk,Teal Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,41700,26%,"Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Men,,,
34,https://www.andaazfashion.co.uk/men/weddingwear?p=74,https://www.andaazfashion.co.uk/light-yellow-poly-silk-churidar-men-kurta-pajama-mkpa01077.html,https://assets2.andaazfashion.com/media/catalog/product/l/i/light-yellow-poly-silk-churidar-men-kurta-pajama-mkpa01077-1_7.jpg,Light Yellow Poly Silk Churidar Men Kurta Pajama,Men,Trouser Suit,Churidar Pajami Style,Poly Silk,Poly Silk,Yellow,"Wedding, Party Wear, Guest Wedding Wear, Festival",All-season,29700,24%,Digital Print,Top (Kurta) & Bottom (Pajama),Men,Unknown,Yellow,Traditional
35,https://www.andaazfashion.co.uk/men/kurta-pajama?p=89,https://www.andaazfashion.co.uk/teal-blue-silk-kurta-pajama-combo-for-father-son-festive-wear-mkpa08906.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/e/teal-blue-silk-kurta-pajama-combo-for-father-son-festive-wear-mkpa08906-1.jpg,Teal Blue Silk Kurta Pajama Combo for Father & Son Festive Wear,Men Kurta Pajama,Kurta Pajama,Straight Cut,Silk,Dupion Silk,Teal Blue,"Guest of Wedding Wear, Sangeet, Festival Wear",All-season,35700,43%,"Resham Work, Thread Work, Woven, Zari Work",Top (Kurta) & Bottom (Pajama),Men,"Up to 68 inches for men, size 14 for boys",Matching Teal Blue,Traditional Mojari or Juttis
36,https://www.andaazfashion.co.uk/men/kurta-pajama?p=90,https://www.andaazfashion.co.uk/silk-embroidered-light-grey-straight-cut-mens-kurta-pajama-mkpa08097.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silk-embroidered-light-grey-straight-cut-mens-kurta-pajama-mkpa08097-1.jpg,Silk Embroidered Light Grey Straight Cut Men's Kurta Pajama,Men,Kurta Pajama,Straight Cut,Silk,Silk,Light Grey,Casual Wear,All-season,28200,16,"Resham Work, Thread Work",Top (Kurta) & Bottom (Pajama),Men,44,,
37,https://www.andaazfashion.co.uk/men/kurta-pajama?p=44,https://www.andaazfashion.co.uk/mustard-yellow-dupion-silk-embroidered-straight-cut-mens-kurta-pajama-mkpa08280.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/u/mustard-yellow-dupion-silk-embroidered-straight-cut-mens-kurta-pajama-mkpa08280-1.jpg,Mustard Yellow Dupion Silk Embroidered Straight Cut Men's Kurta Pajama,Pakistani Cloth,Salwar Kameez,Traditional,Dupion Silk,Dupion Silk,Mustard Yellow,"Guest of Wedding Wear, Sangeet, Festival Wear",All-season,17700,24,"Mirror Work, Resham Work, Thread Work, Weaved Thread Work, Zari Work",Top (Kurta) & Bottom (Pajama),Pakistani Men,44,Brown,Traditional Sandals
38,https://www.andaazfashion.co.uk/men/weddingwear?p=39,https://www.andaazfashion.co.uk/dupion-silk-plum-purple-embroidered-mens-kurta-mkv00361.html,https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-plum-purple-embroidered-mens-kurta-mkv00361-1.jpg,Dupion Silk Plum Purple Embroidered Men's Kurta,Men Kurta,Kurta,Traditional,Dupion Silk,Dupion Silk,Plum Purple,"Wedding Wear, Guest of Wedding Wear, Sangeet, Engagement",All-season,23700,72%,"Dori Work, Sequins Work",Top (Kurta),Men,Up to 66 inches,Black,Traditional
39,https://www.andaazfashion.co.uk/men/sherwani?p=31,https://www.andaazfashion.co.uk/jacquard-dupion-silk-light-beige-men-sherwani-mstv01930.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/j/a/jacquard-dupion-silk-light-beige-men-sherwani-mstv01930-1.jpg,Jacquard Dupion Silk Light Beige Men Sherwani,Men,Sherwani,Indo-Western,Dupion Silk,Dupion Silk,Light Beige,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,75600,27,"Sequins, Woven, Zari",Top (Sherwani) & Bottom (Pajama),Men,,,
40,https://www.andaazfashion.co.uk/men/weddingwear?p=25,https://www.andaazfashion.co.uk/angrakha-style-sherwani-in-dark-green-colour-mstv00167.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/s/mstv00167-green.jpg,Angrakha Style Sherwani In Dark Green Colour,Pakistani Cloth,Salwar Kameez,Traditional,Canvas,Raw Silk,Dark Green,"Party Wear, Wedding Wear, Guest of Wedding Wear",All-season,82200,27%,Zari and Stone Work,"Top (Sherwani), Bottom (Pajama)",Pakistani Women,,,
41,https://www.andaazfashion.co.uk/men/kurta-pajama?p=82,https://www.andaazfashion.co.uk/dusty-green-straight-cut-cotton-casual-wear-mens-kurta-pajama-mkpa06922.html,https://assets2.andaazfashion.com/media/catalog/product/d/u/dusty-green-straight-cut-cotton-casual-wear-mens-kurta-pajama-mkpa06922-1.jpg,Dusty Green Straight Cut Cotton Casual Wear Men's Kurta Pajama,Men's Clothing,Salwar Kameez,Traditional,Cotton,Cotton,Dusty Green,Casual Wear,All-season,23700,16%,Plain Work,Top (Kurta) & Bottom (Pajama),Men,Up to 46 inches,Brown,Traditional
42,https://www.andaazfashion.co.uk/men/kurta-pajama?p=58,https://www.andaazfashion.co.uk/black-plain-dupion-silk-jacket-style-mens-kurta-churidar-mkpa07863.html,https://assets2.andaazfashion.com/media/catalog/product/b/l/black-plain-dupion-silk-jacket-style-mens-kurta-churidar-mkpa07863-1.jpg,Black Dupion Silk Kurta Churidar with Plain Waistcoat,Pakistani Cloth,Salwar Kameez,Jacket Style,Dupion Silk,Dupion Silk,Black,"Casual Wear, Diwali, Eid",All-season,37200,22%,Plain Work,"Kurta (Included Lining), Jacket, Bottom & Dupatta",Pakistani Men,34-66,Black,Traditional
