,web-scraper-start-url,Products-href,Image URL-src,product_name,main_category,color,occasion,season,price_pkr,discount,work_details,shoe_color,shoe_style,Gender,fit_type,categorize_outfit,Category Style,fabric
10,https://www.andaazfashion.co.uk/men/kurta-pajama?p=122,https://www.andaazfashion.co.uk/light-yellow-cotton-printed-straight-cut-mens-kurta-pajama-mkpa08630.html,https://assets2.andaazfashion.com/media/catalog/product/l/i/light-yellow-cotton-printed-straight-cut-mens-kurta-pajama-mkpa08630-1.jpg,Light Yellow Cotton Printed Straight Cut Men's Kurta Pajama,Men's Ethnic Wear,Light Yellow,Other,Summer,35700,13%,"Resham Work, Sequins Work, Thread Work, Printed",Brown,Traditional,Male,Single Size,Kurta Set,Contemporary,Cotton
11,https://www.andaazfashion.co.uk/men/sherwani?p=33,https://www.andaazfashion.co.uk/embroidered-mens-sherwani-in-art-silk-pastel-dark-blue-mstv03597.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-mens-sherwani-in-art-silk-pastel-dark-blue-mstv03597-1.jpg,Embroidered Men's Sherwani in Art Silk Pastel Dark Blue,Men's Ethnic Wear,Pastel Dark Blue,Wedding/Formal,Winter,58200,43,"Resham Work, Thread Work",Black,Traditional,Male,Range,Sherwani,Contemporary,Silk
12,https://www.andaazfashion.co.uk/men/kurta-pajama?p=88,https://www.andaazfashion.co.uk/cream-embroidered-silk-blend-mens-kurta-pajama-for-festival-mkpa09036.html,https://assets2.andaazfashion.com/media/catalog/product/c/r/cream-embroidered-silk-blend-mens-kurta-pajama-for-festival-mkpa09036-1.jpg,Cream Embroidered Silk Blend Men's Kurta Pajama For Festival,Men's Ethnic Wear,Cream,Wedding/Formal,Winter,44700,43%,"Mirror Work, Resham Work, Thread Work",Brown,Traditional,Male,Single Size,Kurta Set,Traditional,Silk
13,https://www.andaazfashion.co.uk/men/sherwani?p=19,https://www.andaazfashion.co.uk/indo-western-maroon-foil-print-cotton-silk-mens-sherwani-mstv02804.html,https://assets2.andaazfashion.com/media/catalog/product/i/n/indo-western-maroon-foil-print-cotton-silk-mens-sherwani-mstv02804-1.jpg,Indo-Western Maroon Foil Print Cotton Silk Men's Sherwani,Men's Ethnic Wear,Pure Maroon,Wedding/Formal,Summer,29700,27%,Foil Print,Black,Traditional,Male,Single Size,Sherwani,Contemporary,Cotton
14,https://www.andaazfashion.co.uk/men/kurta-pajama?p=21,https://www.andaazfashion.co.uk/wine-maroon-dupion-silk-men-kurta-pajama-mkpa04183.html,https://assets2.andaazfashion.com/media/catalog/product/w/i/wine-maroon-dupion-silk-men-kurta-pajama-mkpa04183-1.jpg,Wine Maroon Dupion Silk Men Kurta Pajama,Men's Ethnic Wear,Wine Maroon,Wedding/Formal,Winter,19200,43%,Plain,Black,Traditional,Male,Single Size,Kurta Set,Contemporary,Silk
15,https://www.andaazfashion.co.uk/men/weddingwear?p=114,https://www.andaazfashion.co.uk/cream-beige-silk-blend-embroidered-jacket-style-mens-sherwani-mstv04542.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/r/cream-beige-silk-blend-embroidered-jacket-style-mens-sherwani-mstv04542-1.jpg,Cream Beige Silk Blend Embroidered Jacket Style Men's Sherwani,Men's Ethnic Wear,Cream Beige,Wedding/Formal,Winter,128700,35%,"Cutdana Work, Pearl Work, Resham Work, Sequins Work, Thread Work, Zari Work","Cream, Beige",Traditional,Male,Single Size,Sherwani,Fancy,Silk
16,https://www.andaazfashion.co.uk/men/kurta-pajama?p=86,https://www.andaazfashion.co.uk/art-silk-white-printed-straight-cut-mens-kurta-churidar-mkpa06704.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/r/art-silk-white-printed-straight-cut-mens-kurta-churidar-mkpa06704-1.jpg,Art Silk White Printed Straight Cut Men's Kurta Churidar,Men's Ethnic Wear,Pure White,Casual,Summer,22200,43%,Printed,White,Traditional,Male,Range,Churidar Suit,Printed,Silk
17,https://www.andaazfashion.co.uk/men/weddingwear?p=44,https://www.andaazfashion.co.uk/charcoal-grey-georgette-embroidered-men-jacket-style-sherwani-mstv02562.html,https://assets2.andaazfashion.com/media/catalog/product/p/d/pdn_3945gray.jpg,Charcoal Grey Georgette Embroidered Men Jacket Style Sherwani,Men's Ethnic Wear,Charcoal Grey,Wedding/Formal,Winter,89700,43%,"Resham Work, Sequins Work, Thread Work",Black,Traditional,Male,Single Size,Sherwani,Contemporary,Synthetic
18,https://www.andaazfashion.co.uk/men/kurta-pajama?p=11,https://www.andaazfashion.co.uk/light-pink-party-wear-kurta-pajama-for-men-for-eid-mkpv0221.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-pink-party-wear-kurta-pajama-for-men-for-eid-mkpv0221.jpg,Light Pink Kurta Pajama for Men for Wedding & Party,Men's Ethnic Wear,Light Pink,Wedding/Formal,Summer,20700,26%,"Resham Work, Thread Work",Brown,Traditional,Male,Single Size,Kurta Set,Contemporary,Cotton
19,https://www.andaazfashion.co.uk/men/kurta-pajama?p=28,https://www.andaazfashion.co.uk/shop-black-dupion-silk-jacket-style-mens-kurta-churidar-mkpa04664.html,https://assets2.andaazfashion.com/media/catalog/product/s/h/shop-black-dupion-silk-jacket-style-mens-kurta-churidar-mkpa04664-1.jpg,Black Dupion Silk Jacket Style Men's Kurta Churidar,Men's Ethnic Wear,Pure Black,Wedding/Formal,Winter,32700,27%,Plain Work,Black,Traditional,Male,Mixed Range,Jacket Style Outfit,Traditional,Silk
20,https://www.andaazfashion.co.uk/men/kurta-pajama?p=121,https://www.andaazfashion.co.uk/light-peach-silk-woven-zari-men-kurta-pajama-mkpa08451.html,https://assets2.andaazfashion.com/media/catalog/product/l/i/light-peach-silk-woven-zari-men-kurta-pajama-mkpa08451-1.jpg,Light Peach Silk Woven Zari Men Kurta Pajama,Men's Ethnic Wear,Light Peach,Wedding/Formal,Summer,17700,43%,"Woven, Zari Work",Brown,Traditional,Male,Single Size,Kurta Set,Contemporary,Silk
21,https://www.andaazfashion.co.uk/men/kurta-pajama?p=56,https://www.andaazfashion.co.uk/navy-blue-art-silk-plain-kurta-with-churidar-mkpa0493.html,https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-art-silk-plain-kurta-with-churidar-mkpa0493-1.jpg,Navy Blue Straight Cut Party Wear Men Kurta Pajama in Art Silk,Men's Ethnic Wear,Navy Blue,Wedding/Formal,Winter,41700,43%,Plain,Black,Traditional,Male,Single Size,Kurta Set,Traditional,Silk
22,https://www.andaazfashion.co.uk/men/kurta-pajama?p=2,https://www.andaazfashion.co.uk/teal-green-khadi-silk-asymmetric-kurta-with-churidar-mkpv0066.html,https://assets2.andaazfashion.com/media/catalog/product/t/e/teal-green-khadi-silk-asymmetric-kurta-with-churidar-mkpv0066-1.jpg,Teal Green Khadi Silk Asymmetric Kurta With Churidar for Wedding & Party,Indian Cloth,Teal Green,Wedding/Formal,Spring,43200,28%,Asymmetric,Black,Traditional,Male,Single Size,Churidar Suit,Contemporary,Silk
23,https://www.andaazfashion.co.uk/men/sherwani?p=49,https://www.andaazfashion.co.uk/pale-pink-silk-blend-mens-sherwani-with-embroidered-for-wedding-mstv04784.html,https://assets2.andaazfashion.com/media/catalog/product/p/a/pale-pink-silk-blend-mens-sherwani-with-embroidered-for-wedding-mstv04784-1.jpg,Pale Pink Silk Blend Men's Sherwani with Embroidered for Wedding,Men's Ethnic Wear,Pale Pink,Wedding/Formal,Summer,113700,30%,"Beads Work, Resham Work, Sequins Work, Stone Work, Thread Work",Black,Traditional,Male,Single Size,Sherwani,Contemporary,Silk
24,https://www.andaazfashion.co.uk/men/kurta-pajama?p=23,https://www.andaazfashion.co.uk/dusty-peach-art-silk-men-kurta-pajama-with-jacket-mkpa01935.html,https://assets2.andaazfashion.com/media/catalog/product/d/u/dusty-peach-art-silk-men-kurta-pajama-with-jacket-mkpa01935-1.jpg,Dusty Peach Kurta Pajama with Resham Zari Sequins Jacket,Men's Ethnic Wear,Dusty Peach,Wedding/Formal,Summer,40200,72%,"Resham thread, zari, and sequins embroidered",Brown,Traditional,Male,Mixed Range,Nehru Jacket,Fancy,Silk
25,https://www.andaazfashion.co.uk/men/sherwani?p=64,https://www.andaazfashion.co.uk/maroon-dupion-silk-plain-mens-dhoti-kurta-mkpa01177.html,https://assets2.andaazfashion.com/media/catalog/product/m/a/maroon-dupion-silk-plain-mens-dhoti-kurta-mkpa01177-1.jpg,Maroon Dupion Silk Plain Men's Dhoti Kurta,Men's Ethnic Wear,Maroon,Wedding/Formal,Winter,20700,26%,Plain,Black,Traditional,Male,Mixed Range,Kurta with Dhoti,Contemporary,Silk
26,https://www.andaazfashion.co.uk/men/sherwani?p=50,https://www.andaazfashion.co.uk/embroidered-banarasi-silk-deep-red-mens-sherwani-mstv01261.html,https://assets2.andaazfashion.com/media/catalog/product/e/m/embroidered-banarasi-silk-deep-red-mens-sherwani-mstv01261-1_3.jpg,Embroidered Banarasi Silk Deep Red Men's Sherwani,Men's Ethnic Wear,Deep Red,Wedding/Formal,Winter,67200,43%,"Beads Work, Cutdana Work, Zardosi, Zari",Black,Traditional,Male,Single Size,Sherwani,Contemporary,Silk
27,https://www.andaazfashion.co.uk/men/weddingwear?p=114,https://www.andaazfashion.co.uk/powder-blue-silk-blend-embroidered-straight-cut-mens-sherwani-mstv04501.html,https://assets2.andaazfashion.com/media/catalog/product/p/o/powder-blue-silk-blend-embroidered-straight-cut-mens-sherwani-mstv04501-1.jpg,Powder Blue Silk Blend Embroidered Straight Cut Men's Sherwani,Men's Ethnic Wear,Powder Blue,Wedding/Formal,Winter,80700,27%,"Beads Work, Resham Work, Sequins Work, Stone Work, Thread Work",Black,Traditional,Male,Single Size,Sherwani,Fancy,Silk
28,https://www.andaazfashion.co.uk/men/weddingwear?p=100,https://www.andaazfashion.co.uk/white-dupion-silk-mens-kurta-with-embroidered-jacket-mkv00514.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-dupion-silk-mens-kurta-with-embroidered-jacket-mkv00514-1.jpg,White Dupion Silk Men's Kurta With Embroidered Jacket,Men's Ethnic Wear,Pure White,Wedding/Formal,Summer,34200,43%,Resham thread work,Black,Traditional,Male,Range,Nehru Jacket,Traditional,Silk
29,https://www.andaazfashion.co.uk/men/kurta-pajama?p=53,https://www.andaazfashion.co.uk/printed-cotton-light-purple-mens-kurta-pajama-mkpa060.html,https://assets2.andaazfashion.com/media/catalog/product/p/r/printed-cotton-light-purple-mens-kurta-pajama-mkpa060-1.jpg,Printed Cotton Light Purple Men's Kurta Pajama,Men's Ethnic Wear,Purple,Wedding/Formal,Summer,29700,24%,Printed,Brown,Traditional,Male,Mixed Range,Kurta Set,Traditional,Cotton
30,https://www.andaazfashion.co.uk/men/weddingwear?p=22,https://www.andaazfashion.co.uk/beige-dupion-silk-mens-jacket-style-kurta-pajama-with-lace-mkpa06967.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/e/beige-dupion-silk-mens-jacket-style-kurta-pajama-with-lace-mkpa06967-1.jpg,Beige Dupion Silk Men's Jacket Style Kurta Pajama With Lace,Men's Ethnic Wear,Pure Beige,Wedding/Formal,Winter,49200,15%,Lace Work,Beige,Traditional,Male,Range,Jacket Style Outfit,Fancy,Silk
31,https://www.andaazfashion.co.uk/men/sherwani?p=44,https://www.andaazfashion.co.uk/printed-art-silk-brick-red-straight-cut-mens-sherwani-mstv03481.html,https://assets2.andaazfashion.com/media/catalog/product/p/r/printed-art-silk-brick-red-straight-cut-mens-sherwani-mstv03481-1.jpg,Printed Art Silk Brick Red Straight Cut Men's Sherwani,Men's Ethnic Wear,Brick Red,Wedding/Formal,Winter,46200,43%,"Resham Work, Sequins Work, Thread Work, Weaved Thread Work, Printed",Black,Traditional,Male,Range,Sherwani,Contemporary,Silk
32,https://www.andaazfashion.co.uk/men/sherwani?p=49,https://www.andaazfashion.co.uk/dupion-silk-red-mens-sherwani-mstv01117.html,https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-red-mens-sherwani-mstv01117-1.jpg,Dupion Silk Red Men's Sherwani,Men's Ethnic Wear,Pure Red,Wedding/Formal,Winter,31200,72%,Plain,Black,Traditional,Male,Single Size,Sherwani,Contemporary,Silk
33,https://www.andaazfashion.co.uk/men/kurta-pajama?p=28,https://www.andaazfashion.co.uk/embroidered-dupion-silk-teal-blue-men-kurta-pajama-mkpa02758.html,https://assets2.andaazfashion.com/media/catalog/product/e/m/embroidered-dupion-silk-teal-blue-men-kurta-pajama-mkpa02758-1.jpg,Embroidered Dupion Silk Teal Blue Men Kurta Pajama,Men's Ethnic Wear,Teal Blue,Wedding/Formal,Spring,41700,26%,"Resham Work, Thread Work",Black,Traditional,Male,Single Size,Kurta Set,Contemporary,Silk
34,https://www.andaazfashion.co.uk/men/weddingwear?p=74,https://www.andaazfashion.co.uk/light-yellow-poly-silk-churidar-men-kurta-pajama-mkpa01077.html,https://assets2.andaazfashion.com/media/catalog/product/l/i/light-yellow-poly-silk-churidar-men-kurta-pajama-mkpa01077-1_7.jpg,Light Yellow Poly Silk Churidar Men Kurta Pajama,Men's Ethnic Wear,Yellow,Wedding/Formal,Summer,29700,24%,Digital Print,Yellow,Traditional,Male,Mixed Range,Churidar Suit,Traditional,Silk
35,https://www.andaazfashion.co.uk/men/kurta-pajama?p=89,https://www.andaazfashion.co.uk/teal-blue-silk-kurta-pajama-combo-for-father-son-festive-wear-mkpa08906.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/e/teal-blue-silk-kurta-pajama-combo-for-father-son-festive-wear-mkpa08906-1.jpg,Teal Blue Silk Kurta Pajama Combo for Father & Son Festive Wear,Men's Ethnic Wear,Teal Blue,Wedding/Formal,Spring,35700,43%,"Resham Work, Thread Work, Woven, Zari Work",Matching Teal Blue,Traditional Mojari or Juttis,Male,Multi Size,Kurta Set,Contemporary,Silk
36,https://www.andaazfashion.co.uk/men/kurta-pajama?p=90,https://www.andaazfashion.co.uk/silk-embroidered-light-grey-straight-cut-mens-kurta-pajama-mkpa08097.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silk-embroidered-light-grey-straight-cut-mens-kurta-pajama-mkpa08097-1.jpg,Silk Embroidered Light Grey Straight Cut Men's Kurta Pajama,Men's Ethnic Wear,Light Grey,Casual,Summer,28200,16,"Resham Work, Thread Work",Black,Traditional,Male,Single Size,Kurta Set,Contemporary,Silk
37,https://www.andaazfashion.co.uk/men/kurta-pajama?p=44,https://www.andaazfashion.co.uk/mustard-yellow-dupion-silk-embroidered-straight-cut-mens-kurta-pajama-mkpa08280.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/u/mustard-yellow-dupion-silk-embroidered-straight-cut-mens-kurta-pajama-mkpa08280-1.jpg,Mustard Yellow Dupion Silk Embroidered Straight Cut Men's Kurta Pajama,Men's Ethnic Wear,Mustard Yellow,Wedding/Formal,Summer,17700,24,"Mirror Work, Resham Work, Thread Work, Weaved Thread Work, Zari Work",Brown,Traditional Sandals,Male,Single Size,Kurta Set,Traditional,Silk
38,https://www.andaazfashion.co.uk/men/weddingwear?p=39,https://www.andaazfashion.co.uk/dupion-silk-plum-purple-embroidered-mens-kurta-mkv00361.html,https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-plum-purple-embroidered-mens-kurta-mkv00361-1.jpg,Dupion Silk Plum Purple Embroidered Men's Kurta,Men's Ethnic Wear,Plum Purple,Wedding/Formal,Summer,23700,72%,"Dori Work, Sequins Work",Black,Traditional,Male,Single Size,Kurta,Traditional,Silk
39,https://www.andaazfashion.co.uk/men/sherwani?p=31,https://www.andaazfashion.co.uk/jacquard-dupion-silk-light-beige-men-sherwani-mstv01930.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/j/a/jacquard-dupion-silk-light-beige-men-sherwani-mstv01930-1.jpg,Jacquard Dupion Silk Light Beige Men Sherwani,Men's Ethnic Wear,Light Beige,Wedding/Formal,Summer,75600,27,"Sequins, Woven, Zari",Brown,Traditional,Male,Single Size,Sherwani,Contemporary,Silk
40,https://www.andaazfashion.co.uk/men/weddingwear?p=25,https://www.andaazfashion.co.uk/angrakha-style-sherwani-in-dark-green-colour-mstv00167.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/s/mstv00167-green.jpg,Angrakha Style Sherwani In Dark Green Colour,Men's Ethnic Wear,Dark Green,Wedding/Formal,Winter,82200,27%,Zari and Stone Work,Black,Traditional,Male,Single Size,Sherwani,Traditional,Silk
41,https://www.andaazfashion.co.uk/men/kurta-pajama?p=82,https://www.andaazfashion.co.uk/dusty-green-straight-cut-cotton-casual-wear-mens-kurta-pajama-mkpa06922.html,https://assets2.andaazfashion.com/media/catalog/product/d/u/dusty-green-straight-cut-cotton-casual-wear-mens-kurta-pajama-mkpa06922-1.jpg,Dusty Green Straight Cut Cotton Casual Wear Men's Kurta Pajama,Men's Ethnic Wear,Dusty Green,Casual,Summer,23700,16%,Plain Work,Brown,Traditional,Male,Single Size,Kurta Set,Traditional,Cotton
42,https://www.andaazfashion.co.uk/men/kurta-pajama?p=58,https://www.andaazfashion.co.uk/black-plain-dupion-silk-jacket-style-mens-kurta-churidar-mkpa07863.html,https://assets2.andaazfashion.com/media/catalog/product/b/l/black-plain-dupion-silk-jacket-style-mens-kurta-churidar-mkpa07863-1.jpg,Black Dupion Silk Kurta Churidar with Plain Waistcoat,Indian Cloth,Black,Casual,Summer,37200,22%,Plain Work,Black,Traditional,Male,Range,Waistcoat,Fancy,Silk
43,https://www.andaazfashion.co.uk/men/sherwani?p=46,https://www.andaazfashion.co.uk/off-white-silk-blend-embroidered-straight-cut-mens-sherwani-mstv04548.html,https://assets2.andaazfashion.com/media/catalog/product/o/f/off-white-silk-blend-embroidered-straight-cut-mens-sherwani-mstv04548-1.jpg,Off White Silk Blend Embroidered Straight Cut Men's Sherwani,Men's Ethnic Wear,Off White,Wedding/Formal,Summer,110700,43%,"Beads Work, Cutdana Work, Sequins Work, Stone Work, Thread Work, Woven",Black,Traditional,Male,Single Size,Sherwani,Contemporary,Silk
44,https://www.andaazfashion.co.uk/men/kurta-pajama?p=30,https://www.andaazfashion.co.uk/silver-dupion-silk-straight-cut-mens-kurta-and-churidar-mkpa01503.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silver-dupion-silk-straight-cut-mens-kurta-and-churidar-mkpa01503-1.jpg,Silver Dupion Silk Straight Cut Men's Kurta And Churidar,Men's Ethnic Wear,Silver,Wedding/Formal,Spring,26700,27,Silver,Brown,Traditional,Male,Range,Churidar Suit,Traditional,Silk
45,https://www.andaazfashion.co.uk/men/kurta-pajama?p=29,https://www.andaazfashion.co.uk/navy-blue-silk-embroidered-father-son-duo-kurta-with-churidar-mkpa02230.html,https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-silk-embroidered-father-son-duo-kurta-with-churidar-mkpa02230-1.jpg,Navy Blue Silk Embroidered Father-Son Duo Kurta With Churidar,Indian Cloth,Navy Blue,Wedding/Formal,Winter,29700,43%,"Resham Work, Thread Work, Woven, Zari",Black,Traditional,Male,Multi Size,Churidar Suit,Contemporary,Silk
46,https://www.andaazfashion.co.uk/men/sherwani?p=40,https://www.andaazfashion.co.uk/dark-green-silk-embroidered-men-sherwani-mstv01212.html,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/s/mstv01212-green.jpg,Dark Green Silk Embroidered Men Sherwani,Men's Ethnic Wear,Dark Green,Wedding/Formal,Winter,64200,28%,"Resham Work, Sequins, Thread Work",Black,Traditional,Male,Single Size,Sherwani,Contemporary,Silk
47,https://www.andaazfashion.co.uk/men/sherwani?p=40,https://www.andaazfashion.co.uk/peacock-blue-georgette-men-sherwani-mstv02153.html,https://assets2.andaazfashion.com/media/catalog/product/p/e/peacock-blue-georgette-men-sherwani-mstv02153-1.jpg,Peacock Blue Georgette Men Sherwani,Men's Ethnic Wear,Peacock Blue,Wedding/Formal,Winter,47700,26%,"Resham Work, Sequins, Thread Work",Black,Traditional,Male,Single Size,Sherwani,Traditional,Synthetic
48,https://www.andaazfashion.co.uk/men/kurta-pajama?p=85,https://www.andaazfashion.co.uk/mauve-pink-linen-churidar-men-kurta-mkpa0443.html,https://assets2.andaazfashion.com/media/catalog/product/m/a/mauve-pink-linen-churidar-men-kurta-mkpa0443-1.jpg,Mauve Pink Linen Churidar Men Kurta,Men's Ethnic Wear,Mauve Pink,Party/Festive,Summer,29700,43%,Plain,Black,Traditional,Male,Single Size,Churidar Suit,Traditional,Cotton
49,https://www.andaazfashion.co.uk/men/sherwani?p=45,https://www.andaazfashion.co.uk/black-jacquard-blazer-suit-with-sequins-thread-work-mstv04719.html,https://assets2.andaazfashion.com/media/catalog/product/b/l/black-jacquard-blazer-suit-with-sequins-thread-work-mstv04719-1.jpg,Black Jacquard Blazer Suit with Sequins & Thread Work,Men's Ethnic Wear,Pure Black,Wedding/Formal,Winter,101700,20%,"Sequins Work, Thread Work, Woven",Black,Formal Shoes,Male,Range,Blazer Suit,Fancy,Synthetic
